query_id,question,contexts_shown,answer,context_relevance,answer_faithfulness,answer_relevance
635150,what does coterminal angle mean,"[1] Coterminal angles are two (or more) angles that have their initial and terminal sides in the same positions. However, the angle measures differ either because: One angle is measured clockwise and the other is measured counterclockwise.

[2] Positive and Negative Coterminal Angles. While a positive angle is the measure of the rotation of its terminal side from positive x axis in anti clockwise direction, a negative angle is the measure of the rotation of the terminal side in the clockwise direction.xample: If Î¸ = 45Âº, then Î¸' = 45 - 360 = -315 is a negative Coterminal Angle of 45Âº. More negative Coterminal angles can be found by subtracting multiples of 360 from Î¸. like 45 - 720 = -675Âº, 45 - 1080 = -1035Âº etc. If a given angle is negative, then a positive coterminal angle is got by adding 360 to it.

[3] 2. angle. 1) A plan or way of doing something, esp. making a good sales pitch, implying that the person knows exactly what he or she is doing or saying. 2) The way a guy might spell the word angel as in reference to his girlfriend, letting his fellas know that the girl is being handled with care.

[4] angle between two lines. The angle between two lines in a plane is defined to be. 0, if the lines are parallel; the smaller angle having as sides the half-lines starting from the intersection point of the lines and lying on those two lines, if the lines are not parallel. If.

[5] The pairs of angles on opposite sides of the transversal but outside the two lines are called Alternate Exterior Angles. To help you remember: the angle pairs are on Alternate sides of the Transversal, and they are on the Exterior of the two crossed lines.","Coterminal angles are two (or more) angles that have their initial and terminal sides in the same positions. However, the angle measures differ either because one angle is measured clockwise and the other is measured counterclockwise.",,,
1037826,who is robert walton,"[1] The novel itself begins with a series of letters from the explorer Robert Walton to his sister, Margaret Saville. Walton, a well-to-do Englishman with a passion for seafaring, is the captain of a ship headed on a dangerous voyage to the North Pole.

[2] Mr. Sam's Life and Legacy. Sam Walton, founder of Walmart, one of the world's largest corporations, and one-time richest man in the world, left an estimated $100 billion fortune to his wife and four children when he died. Known as Mr. Sam, Walton was an Eagle scout, served as an Army captain during World War II, was an avid hunter and outdoorsman, and lived humbly.

[3] From Wikipedia, the free encyclopedia. Robert Edward Czyz (/ËtÊÉz/ CHEZ; born February 10, 1962) is a retired American boxer, commentator, and member of Mensa. A New Jersey native of Polish descent, he is both a former world light heavyweight and cruiserweight champion. Czyz was born in Orange, New Jersey. He lived in Wanaque, New Jersey and attended Lakeland Regional High School.

[4] For those of a similar name, see Robert Carlisle (disambiguation). Robert Carlyle, OBE (born 14 April 1961) is a Scottish actor. His film work includes Trainspotting (1996), The Full Monty (1997), The World Is Not Enough (1999), and Angela's Ashes (1999). He has been in the television shows Hamish Macbeth, Stargate Universe, and Once Upon a Time.

[5] Ralph Waite, who played John Walton Sr. on The Waltons for nine seasons, died Thursday at age 85. While heâs best known for his Emmy-nominated role as the patriarch on the long-running 1970s CBS drama, Waite has had recent recurring roles on NCIS, Bones, and Days of Our Lives.","Robert Walton is the explorer and captain of a ship headed on a dangerous voyage to the North Pole, as introduced in the novel through a series of letters to his sister, Margaret Saville.",,,
1049085,what is on the outside of dna,"[1] The sugar-phosphate backbone is on the outside and the four different bases are on the inside of the DNA molecule. The two strands of the double helix are anti-parallel, which means that they run in opposite directions.

[2] Nucleotides are composed of three units: base, sugar (monosaccharide) and phosphate. Bases are found in both DNA and RNA. As seen below, they are adenine, cytosine, guanine, thymine, and uracil.They are abbreviated (A, C, G, T, U).denine (A) cytosine (C) guanine (G) thymine (T) uracil (U). The sugar component in RNA is ribose and in DNA is deoxyribose (hence the name ribonucleic acid and deoxyribonucleic acid). The third component of nucleotides is the phosphate ion.

[3] Your DNA is what makes you uniquely you. It's that double helix that your genes are made of. Your DNA accounts for why you resemble your parents and it distinguishes you from your pet frog and from everybody else. DNA stands for deoxyribonucleic acid, sometimes called the molecule of life, as almost all organisms have their genetic material codified as DNA. Since each personâs DNA is unique, DNA typing is a valuable tool in connecting suspects to crime scenes.

[4] Some scientists speculate that viruses started as rogue segments of genetic code that adapted to a parasitic existence. All viruses contain nucleic acid, either DNA or RNA (but not both), and a protein coat, which encases the nucleic acid. Some viruses are also enclosed by an envelope of fat and protein molecules.In its infective form, outside the cell, a virus particle is called a virion. Each virion contains at least one unique protein synthesized by specific genes in its nucleic acid.he virus has a tail which it attaches to the bacterium surface by means of proteinaceous pins.. The tail contracts and the tail plug penetrates the cell wall and underlying membrane, injecting the viral nucleic acids into the cell.

[5] The Structure of DNA . Nucleic acids are made up of chains of many repeating units called nucleotides (see bottom left of Figure 1 below). The DNA molecule actually consists of two such chains that spiral around an imaginary axis to form a double helix (spiral.)",The sugar-phosphate backbone is on the outside of the DNA molecule.,,,
755465,what is hominid,"[1] Nouns denoting animals. Hypernyms (hominid is a kind of...): primate (any placental mammal of the order Primates; has good eyesight and flexible hands and feet) Hyponyms (each of the following is a kind of hominid): homo; human; human being; man (any living or extinct member of the family Hominidae characterized by superior intelligence, articulate speech, and erect carriage)

[2] Homo erectus sensu lato (s.l.) is a key species in the hominin fossil record for the study of human evolution, being one of the first species discovered and perhaps the most documented, but also because of its long temporal range and having dispersed out of Africa earlier than any other human species.

[3] Map of human migration, based on studies of mitochondrial (matrilinear) DNA. Though fossils of hominids have been found dating back millions of years, the earliest known Homo sapiens remains are considered to be a group of bones found at the Omo Kibish Formation, near the Ethiopian Kibish Mountains.

[4] Biologists refer to such nodes as the last common ancestor of a group of organisms, and all tips that connect to a particular node form a clade. In the diagram of the Hominidae at right, the clade designated by node 2 includes gorillas, humans and chimps. Within that clade the animal with which humans share the most recent common ancestor is the chimpanzee.

[5] Basic Facts About Gorillas. Closely linked by DNA, gorillas (family Hominidae) are one of the four species of great apes that are the closest living relatives of humans â the other three are chimpanzees, bonobos and orangutans.","A hominid is any living or extinct member of the family Hominidae characterized by superior intelligence, articulate speech, and erect carriage.",,,
1051943,cost alternative to restasis,"[1] SAN DIEGO, Oct. 19, 2017 /PRNewswire/ -- Imprimis Pharmaceuticals, Inc. (NASDAQ: IMMY), an ophthalmology-focused pharmaceutical company, today announced it is making compounded Cyclosporine-based formulations available for physicians to consider prescribing as customizable and potentially lower-cost alternatives to RestasisÂ®.

[2] Additionally, a restocking fee of $45 for applicable devices may apply. If the product is returned in its original unopened packaging or has not been activated, no restocking fee will be applied. If service is canceled within 3 days of activation, the activation fee will be refunded as a credit on your account.

[3] The exact cost of human cremation depends on factors like the region, the type of cremation service you choose, the cost of casket or alternative container, price of cremation urn, the way you want to dispose of the ashes, etc. Thus, there is no standard cost of a cremation.Nevertheless, cremations are mostly cheaper than traditional burials. The prices usually start around $600â700. Yet, people spend several thousand dollars on cremation and funeral services.Funeral homes also offer direct cremation services. This is the least expensive method because it is a simple yet dignified way to prepare for the final disposition of the dead.According to the Cremation Research Council, the average cost of a direct cremation is $1,100.This process does not include a traditional funeral service involving viewing of the body before cremation. Consequently, you do not need to spend on a casket and embalming of the body.his is the least expensive method because it is a simple yet dignified way to prepare for the final disposition of the dead. According to the Cremation Research Council, the average cost of a direct cremation is $1,100.

[4] At assisted living communities, temporary care respite stays are usually less than one month long, and can cost between $75 to $200 per day, according to 2012 Genworth.com data. It's important to keep in mind that the cost of respite care varies with the type of agency and services the person needs.

[5] OpenOffice â Free alternative to PowerPoint. While a full version of PowerPoint could cost you over Â£300, there is a very good open source alternative. And what is better it is free too. It is part of the Open Office suite and it is called Impress.",Imprimis Pharmaceuticals is making compounded Cyclosporine-based formulations available as customizable and potentially lower-cost alternatives to Restasis.,,,
1003114,where was paul newman born,"[1] Paul Newman. Paul Newman (born January 26, 1925 - September 26, 2008) was an American actor. He was born in Shaker Heights, Ohio. His mother was a Slovak; his father was a Jew who had one parent from Hungary and the other from Poland. He was known especially for the 1969 movie Butch Cassidy and the Sundance Kid.

[2] The Apostle Paul was born a Jew in Tarsus, as Saul, a Roman citizen, about the same time of Christ's birth. He was met on the Road to Damascus c. 34 AD, in a blinding li â¦ ght, by the risen Christ, who asked Saul why He was persecuting Him.

[3] Born on October 13, 1977, Paul Anthony Pierce spent his childhood in Inglewood, California, a Los Angeles suburb. The great Lakers teams of the 1980s captured his imagination, and basketball quickly became his first love.

[4] Paul David Hewson (born 10 May 1960), known by his stage name Bono (/ËbÉnoÊ/), is an Irish singer-songwriter, musician, venture capitalist, businessman, and philanthropist. He is best known as the lead vocalist of rock band U2. Bono was born and raised in Dublin, Ireland, and attended Mount Temple Comprehensive School where he met his future wife, Alison Stewart, and the future members of U2. Bono writes almost all U2 lyrics, frequently using religious, social, and political themes.

[5] Paul Mooney (comedian) Paul Gladney (born August 4, 1941), better known by the stage name Paul Mooney, is an American comedian, writer, social critic, television and film actor. He is best known for his appearances on Chappelle's Show and as a writer for comedian Richard Pryor.","Paul Newman was born in Shaker Heights, Ohio.",,,
1030451,what is the weather in allentown?,"[1] Guide to Allentown weather in December. The average maximum daytime temperature in Allentown in December is a cold 4Â°C (39Â°F). The average night-time temperature is usually a very cold -4Â°C (25Â°F). There are usually 4 hours of bright sunshine each day, which represents 42% of the 9 hours of daylight.

[2] A steady rain arriving overnight. Low 62F. Winds E at 5 to 10 mph. Chance of rain 80%. A shower or two around the area in the morning, then partly cloudy in the afternoon. High 69F. Winds NNE at 10 to 15 mph.

[3] Yesterday's weather. Chilly. 15 / 30 Â°F Humidity: 56%. Wind: 4 mph â from Southwest. More weather last week

[4] Yesterday's weather. Overcast. 34 / 45 Â°F Humidity: 86%. Wind: 7 mph â from North. More weather last week

[5] Sunny, with a high near 76. Calm wind becoming west southwest around 5 mph in the afternoon.",I cannot answer from the given context.,,,
1090841,scriptural definition of idol,"[1] Idol definition, an image or other material object representing a deity to which religious worship is addressed. See more.

[2] astro m (plural astri) ( 1 astronomy) celestial body, star. ( 2 figuratively) A person exceptionally talented or famous in a specific field; star.

[3] A eunuch (/ËjuËnÉk/ ; Ancient Greek: Îµá½Î½Î¿á¿¦ÏÎ¿Ï) is a man who (by the common definition of the term) may have been castrated, typically early enough in his life for this change to have major hormonal consequences. Unidentified eunuch of the Ethiopian court (1st century CE), described in The Acts of the Apostles (chapter 8). 2 Philip the Evangelist, one of the original seven deacons, is directed by the Holy Spirit to catch up to the eunuch's chariot and hears him reading from the Book of Isaiah (chapter 53).

[4] Lar. n. pl. LarÂ·es (larâ²lÃ¢r, Äzâ²-) Laer LÃ¤r. Roman mythology a tutelary deity or spirit of An ancient. roman householdlaer). lÃ¤r. n. PlÂ·lar (esâ²lar, lÃ¢râ²-) Äz Laer. LÃ¤r roman mythology a tutelary deity or spirit Of an. [Ancient. roman household latin

[5] Definition of ALLEGORICAL. 1. : of, relating to, or having the characteristics of allegory. 2. : having hidden spiritual meaning that transcends the literal sense of a sacred text.",An idol is defined as an image or other material object representing a deity to which religious worship is addressed.,,,
474659,phone number for los charros in east moline illinois,"[1] A: The phone number for Los Charros is (309) 755-1111. Q: How big is Los Charros in East Moline, IL? A: The company has approximately 11 people at this location and generates an estimated $243,924 USD in annual revenue.

[2] Important Phone Numbers. Illinois Health Connect Provider Help Desk. Call to get answers to IHC questions, verify PCP status of a client, locate a specialist, verify a referral, update your location of service information, and more. TTY: 1-866-565-8577. All clients statewide can call for assistance in enrolling with a health plan and PCP. Phone: 1-877-912-8880.

[3] springfield: mo: 65807-0000 (417) 887-1983: 040912: 286582834 : educational community credit union: 1221 east grand: springfield: mo: 65804-0003 (417) 831-0534: 051512: 286582850 : foundation credit union: 1726 w. elfindale: springfield: mo: 65807-0000 (417) 895-2770: 022113: 286582876 : telcomm credit union: 2155 e. sunshine: springfield: mo: 65804-0000 (417) 886-5355: 070908: 286586254

[4] Phone Support: 1-800-541-5555. The Telephone Service Center (TSC) is available 8 a.m. to 5 p.m., Monday through Friday, except holidays (border providers and out-of-state billers billing for in-state providers, call [916] 636-1200).

[5] CLINTON, IL, 61727 Phone (make sure to verify first before calling): (217) 935-8500 Number of Certified Beds: 134 Total Number of Residents: 91 Percent of Occupied Beds: 68% Sprinkler Status: Fully Sprinklered Program Participation: Medicare and Medicaid Type of Ownership: Non profit - Corporation Located Within a Hospital?: No Multi Nursing Home Ownership?: Yes",The phone number for Los Charros is (309) 755-1111.,,,
1100724,aol email helpline number,"[1] There is no hesitation or even a single hint of doubt that AOL helpline has been one of the finest free email support providers, with services which care about you and are simply awesome, but still there are chances that you might counter a range of problems with AOL mail and in that case you can Contact AOL Email Customer Support or their AOL helpline Phone Number (+1) 800-721-0104.

[2] Require help, call our AOL Customer Support Team at (+1) 844-502-0074. To resolve your all technical issues with AOL account, contact our AOL help phone number to get instant resolution. Our experienced team of AOL mail support experts at our AOL customer care can handle all types of AOL mail problems.

[3] You could also try entering your phone number in this reverse cell phone number lookup, which will tell you which carrier âownsâ that number. Then look for that carrier in the list of carriers to the right, and use the instructions there to find your phoneâs email address.234567890@mmode.com. One of those messages will probably get through to your phone. When it does, hit âreplyâ on your phone and send a short text message back. Youâll get your reply in your email program â and it will show the email address of your TracFone.

[4] Contact Yahoo Customer Service at @(+1)-800-946-8199@. Yahoo email services are availed by a large number of folks these days because of its high security and performance. Yahoo mail services were very popular before Gmail came into existence.

[5] So, we offer necessary third party Yahoo email technical support, you just have to call our Yahoo Customer Service Number (866-688-6581). we assure you to give you complete,quick & professional assistance to remove all the problems & issue with your yahoo account. Its a toll free Yahoo Contact number.",The AOL email helpline number is (+1) 800-721-0104.,,,
1040082,what is the effect of third person omniscient,"[1] Third person omniscient is a point of view where the narrator knows all the thoughts, actions, and feelings of all characters. The author may move from character to character to show how each one contributes to the plot. An author may use third person omniscient so the audience can experience the story through several different characters.

[2] Third person limited gives your readers access to a characterâs inner thoughts and emotions the way first person narration does, but unlike first person, where the narrator and protagonist are one entity, a limited third person viewpoint puts a critical sliver of distance between protagonist and narrator.

[3] Third-Person Limited: When a narrator uses third-person limited perspective, the narratorâs perspective is limited to the internal workings of one character. In other words, the narrator reveals the thoughts and feelings of one character through explicit narration.

[4] We often think of point-of-view as being the characterâs perspective (and it is), but itâs also about the readerâs perspective. A third-person narrative has the camera outside the action â maybe hovering over one character, maybe pulling back all the way to the corner.

[5] Munchausen syndrome by proxy (MSBP) is a fabrication of illness by a third person that allows the third person, usually the victim's mother, to assume the role of caregiver.","The effect of third person omniscient is that the audience can experience the story through several different characters, as the narrator knows all the thoughts, actions, and feelings of all characters.",,,
1090270,botulinum definition,"[1] medical Definition of botulinum toxin : a very powerful neurotoxin that causes botulism and is produced by the botulinum bacterium (Clostridium botulinum); also: botulinum toxin type a Note: Botulinum toxin acts primarily on the parasympathetic nervous system.

[2] Botulism is a rare but deadly form of food poisoning caused by Clostridium botulinum, which is found almost everywhere, including in soil and water. Low acid foods, such as meat, fish, poultry, or vegetables, that are improperly canned or improperly preserved may be breeding grounds for this bacteria.otulism is a rare but deadly form of food poisoning caused by Clostridium botulinum, which is found almost everywhere, including in soil and water. Low acid foods, such as meat, fish, poultry, or vegetables, that are improperly canned or improperly preserved may be breeding grounds for this bacteria.

[3] Cosmetic Uses of Botox. Doctors have been using Botox for years to successfully treat wrinkles and facial creases. Botox is a brand name of a toxin produced by the bacterium Clostridium botulinum. There are also other brand names, such as Dysport and Xeomin.

[4] There are five main kinds of botulism: 1 Foodborne botulism can happen by eating foods that have been contaminated with botulinum toxin. 2 Wound botulism can happen if the spores of the bacteria get into a wound and make a toxin. 3 Infant botulism can happen if the spores of the bacteria get into an infantâs intestines.

[5] Although the bacterial spores that cause infant botulism are known to occasionally be present in honey, even if a mother was to eat botulism spores in honey, the spores are far too large to pass through her body and into breast milk. Also, botulinum toxin does not pass into breast milk.",Botulinum toxin is defined as a very powerful neurotoxin that causes botulism and is produced by the botulinum bacterium (Clostridium botulinum); it acts primarily on the parasympathetic nervous system.,,,
1089846,the economics is or are,"[1] The ceteris paribus rule. Economics is a social science, and, unlike the physical sciences, cannot engage in controlled experimentation to demonstrate how variables are connected. In the real world, economic variables such as price and income, are constantly changing, and this creates a problem in demonstrating the relationship between variables.

[2] Multiple Choice Questions. 1. Economics is the study of: A. increasing the level of productive resources so there is maximum output in society. B. increasing the level of productive resources so there is a minimum level of income. C. how people, institutions, and society make choices under conditions of scarcity. D. the efficient use of scarce resources paid for at the minimum level of cost to consumers and businesses.

[3] Business economics is the study of the financial issues and challenges faced by corporations operating in a specified marketplace or economy. Business economics deals with issues such as business organization, management, expansion and strategy. Studies might include how and why corporations expand, the impact of entrepreneurs, the interactions between corporations, and the role of governments in regulation.

[4] Definition: An economic good is a physical object or service that has value to people and can be sold for a non-negative price in the marketplace. Terms related to Economic Goods: 1 Giffen Good. 2 Inferior Good. 3 The Demand Set.

[5] A: An economic indicator is simply any economic statistic, such as the unemployment rate, GDP, or the inflation rate, which indicate how well the economy is doing and how well the economy is going to do in the future.",I cannot answer from the given context.,,,
992652,where is setaf headquarters,"[1] To reduce the danger in that area, the U.S. agreed to establish a force there and on 2 October 1955, the U.S. Army Southern European Task Force was activated. SETAF's first headquarters was on Camp Darby, but the largest number of soldiers has always been in Vicenza, Italy.

[2] The American TFP's national headquarters is located in Spring Grove, Pennsylvania, forty-five minutes west of historic Gettysburg and two hours north of Washington, D.C. The TFP also has centers in Washington D.C., Louisiana, Illinios, and Kansas.

[3] The headquarters of the National Weather Service is located in Silver Spring, Maryland, with regional headquarters located in Kansas City, Missouri; Bohemia, New York; Fort Worth, Texas; Salt Lake City, Utah; Anchorage, Alaska; and Honolulu, Hawaii.he headquarters of the National Weather Service is located in Silver Spring, Maryland, with regional headquarters located in Kansas City, Missouri; Bohemia, New York; Fort Worth, Texas; Salt Lake City, Utah; Anchorage, Alaska; and Honolulu, Hawaii.

[4] Setauket-East Setauket /sÉËtÉËkÉªt/ , more commonly known as the Setaukets (or that region's core), is a census-designated place (CDP) in Suffolk County, New York, on the North Shore of Long Island.

[5] In August 2016, Woolworths Holdings announced that the David Jones headquarters will be moved from Sydney to Richmond, Victoria, owing to a combination of factors including rental lease fees and the market position for retail/fashion, as well as a lure from the Victorian Government.","The headquarters of SETAF was initially on Camp Darby, but the largest number of soldiers has always been in Vicenza, Italy.",,,
1087544,what are investigators and special agents responsible for ?,"[1] In fact, dozens of Federal agencies have their own law enforcement authority, and special agents who use that authority every day. Social Security is no different. We have criminal investigatorsâaka special agentsâwho are responsible for investigating violations of the laws that govern Social Securityâs programs. Currently, about 230 special agents work in 66 offices across the United States.

[2] Postal inspectors are responsible for investigating all instances of criminal, civil and administrative violations of postal-related laws. These investigations may involve fraud, theft or instances of internal mismanagement. Inspectors execute search warrants, serve subpoenas and collect evidence.

[3] An agent is one who represents another, called the principal, in dealings with third persons. Such representation is called agency. 2296. Any person having capacity to contract may appoint an agent, and any person may be an agent. 2297. An agent for a particular act or transaction is called a special agent.

[4] Although states within this category differ as to the police powers granted to humane society agents, these states generally do not grant the most substantial police powers, such as the arrest power. Instead, agents may have the authority to investigate animal cruelty, conduct searches, and seize animals.

[5] Training is offered to police investigators, prosecutors and judges, criminal intelligence analysts, specialized drug and organized crime investigators and customs officials. UNODC delivers a range of trainings to law enforcement officers on topics of relevance to fighting organized crime in their local contexts.","Investigators and special agents are responsible for investigating violations of the laws that govern specific programs, such as Social Security, and for investigating criminal, civil, and administrative violations of postal-related laws. They may also conduct searches, collect evidence, and execute search warrants.",,,
1047010,what is ring around the rosie,"[1] The nursery rhyme Ring around the Rosie came about during the time of the Black Death. Here are what the lyrics mean: Ring around the rosie is a reference to the black sores that would appear on your body as part of the plague. Your rosie is around the center of the back of your hand. A pocket full of posies is a reference to people would carrying posies (flowers) around to not smell the sickening scent of dead bodies everywhere.

[2] Vaginal rings (also known as intravaginal rings, or V-Rings) are polymeric drug delivery devices designed to provide controlled release of drugs for intravaginal administration over extended periods of time. The ring is inserted into the vagina and provides contraception protection.

[3] Ask Us Anything! The History of the O-Ring. An O-ring is a loop of elastomer with a round (O-shaped) cross section used as a mechanical seal. They are designed to be seated in a groove and compressed during assembly between two or more parts, creating a seal at the interface.

[4] The One Ring is an artefact that appears as the central plot element in J. R. R. Tolkien's The Lord of the Rings (1954â55). It is described in an earlier story, The Hobbit (1937), as a magic ring of invisibility.

[5] Toilets are typically made of porcelain. The wax ring fits around the exit hole in the bottom of the fixture and rests on the flange, which sits atop the drainpipe. A flange is often made of polyvinyl plastic, but it may be made of cast iron in older homes. A broken wax ring can cause several issues in the bathroom.",Ring around the rosie is a reference to the black sores that would appear on your body as part of the plague. Your rosie is around the center of the back of your hand. A pocket full of posies is a reference to people carrying posies (flowers) around to not smell the sickening scent of dead bodies everywhere.,,,
116820,deferred action literal definition,"[1] Deferred action is a more formal way of exercising prosecutorial discretion that is available to USCIS, ICE and CBP. There is no statutory basis for this form of relief, but it is well established as a matter of policy. However, the lack of statutory guidelines makes it especially susceptible to abuse.

[2] A deferred sentence (not be to confused with a deferred prosecution) means that a judge has put aside the sentence for a period of time (1-2 years on average depending on the underlying offense) and at the end of the period as long as the defendant has complied with sentence requirements the charge will be dismissed.

[3] The criminal action relates to a Deferred Prosecution Agreement ( the â Agreement â ) that General Motors Company ( â GMâ ) has entered into with the United States Attorney âs Office for the Southern District of New York , in connection with GM âs failure to disclose , from the spring of 2012 through February 2014 , to its U.S. regulator , the ...

[4] Public Benefit Eligibility of Deferred Action Dreamers September 7, 2012 Residents of New York State who have been granted deferred action under the Obama Administrationâs newly established âDeferred Action for Childhood Arrivalsâ (DACA) program will be eligible for all New York State public benefits, provided they meet the benefit programâs non-immigrant related eligibility requirements.

[5] Defeasance is a substitution of collateral. The borrower uses proceeds from a refinance or sale to purchase securities. The securities are pledged to the lender, who releases the real estate from the mortgage.",I cannot answer from the given context.,,,
1099105,how early can easy home pregnancy test detect,"[1] In a 28-day cycle, with ovulation occurring at day 14, hCG can be detected in urine or serum in minute quantities around day 23, or five days before your period is due. Some home pregnancy test kits promise 99 percent accuracy at detecting hCG levels from the day of your expected period.

[2] Most patients undergo an ultrasound at around 18-20 weeks (about four and a half to five months). Normally, at this stage of pregnancy we can determine the baby's sex, but not always.e usually do this test at around 16 weeks, so in this instance, the mother can find out the baby's sex a little sooner.

[3] A qualitative blood pregnancy test checks for the presence of the hCG hormone in your blood to confirm whether you're pregnant. This type of blood test provides you with a simple yes or no answer. However, it can take 2 to 3 days before results are ready, and it's more expensive than a urine test. Your doctor can order a qualitative blood test as soon as 10 days following your missed period, according to the NOVA Women's Healthcare website.

[4] Find out how soon a home pregnancy test (using pee) or a blood test (ordered by a doctor) can determine if you're pregnant. Pregnancy Tests When to take a pregnancy test, a summary of home tests available, and whether to trust a negative result

[5] 1 For the most reliable results, test 1-2 weeks after you have missed your period. 2 You can improve your chances for an accurate result by using your first morning urine for the test. If you think you are pregnant, but your first test was negative, you can take the test again after several days.","Home pregnancy test kits can detect hCG levels around day 23 of a 28-day cycle, which is five days before your period is due.",,,
993234,where is south la,"[1] South Los Angeles is a 51.08-square-mile region of Los Angeles County, California, comprising 25 neighborhoods within the City of Los Angeles and three unincorporated neighborhoods.

[2] BHC South LA Council to Meet Building Healthy Communities South LA will have a Council meeting on Thursday, Nov. 7 from 11 to 3 p.m. at the California Community Foundation, 281 S. Figueroa St. This ... Community Bike Ride There will be a community bike ride along Central Avenue on Sunday, Nov. 3 from 10 a.m. to 2 p.m.

[3] Austin, home of the University of Texas, joins New Orleans as the only Southern city to be so high on the list. Besides education, a few other factors correlate with having bigger gay populations. Metro areas with a greater share of gay and lesbian residents tend to lean Democratic.

[4] Lake South Lida. South Lida Lake is an 856-acre mesotrophic (moderately fertile) lake located in northwest Otter Tail County approximately five miles east of Pelican Rapids, MN. South Lida Lake is connected to North L... Followers 100 Catches 2 Spots 9

[5] Throughout the 20th century, it was one of the fastest-growing regions in the United States, although growth has slowed since 2000. As of the 2010 U.S. Census, the Los Angeles Metropolitan Statistical Area had a population of nearly 13 million residents. Meanwhile, the larger metropolitan region's population at the 2010 census was estimated to be over 17.8 million residents, and a 2015 estimate reported a population of about 18.7 million.","South Los Angeles is a region of Los Angeles County, California, comprising 25 neighborhoods within the City of Los Angeles and three unincorporated neighborhoods.",,,
528760,types of metal plating,"[1] It is also a popular plating metal for electronics components such as printed-circuit boards. High-plating efficiency and low material cost make copper one of the less expensive metals to plate with. There are three types of copper plating processesâalkaline, mildly alkaline and acid.

[2] Rhodium Plating. Rhodium is a type of platinum that provides tarnish resistance, scratch-resistance and a shiny, white lustrous appearance. Rhodium plating is also common in jewelry production, especially in situations where white gold requires plating. Silver, platinum and copper are also popular base metals for rhodium plating.

[3] In printing, type metal (sometimes called hot metal) refers to the metal alloys used in traditional typefounding and hot metal typesetting. Lead is the main constituent of these alloys.

[4] This test is fairly accurate on most silver items. However, it can be fooled by layered metals and some types of plating so accuracy is less reliable. The best means of testing is called assay, which is a destructive test that melts down .5 grams of metal or more so the alloyed elements and ratios can be accurately determined.

[5] There are several different types of insulation commonly used for metal buildings. Not surprisingly, costs and benefits vary, so itâs important to match insulation characteristics with each buildingâs size and shape, geographic location, and intended use.","The types of metal plating mentioned in the context are copper plating processes (alkaline, mildly alkaline, and acid) and rhodium plating.",,,
1058325,what is collier investments inc,"[1] Find 1 listings related to Collier Investments Inc in Shreveport on YP.com. See reviews, photos, directions, phone numbers and more for Collier Investments Inc locations in Shreveport, LA. Start your search by typing in the business name below. What do you want to find?

[2] Collier Row is an area in north east London in the London Borough of Havering.

[3] Our Story. The Agnew Company is a privately held investment management firm which manages a broadly diversified portfolio of family-owned investments ranging from the stability of natural resources, commercial real estate and long-term operating businesses to the higher risk/return profiles of private equity and venture capital.

[4] From the business. Specialties. Community Trust and Investment Company, headquartered in Lexington, KY, is a wholly owned subsidiary of Community Trust Bancorp, Inc. We stress a diversified approach to investing, always keeping at the forefront your unique needs while carefully managing and growing your assets.

[5] Alliance Trust â Investing for generations. Alliance Trust PLC is an investment trust with a unique global equity portfolio that brings together an alliance of best-in-class equity managers* and their best ideas at a competitive cost. It has been pioneering investing since 1888 and its objective is to be a core holding for investors seeking increasing value over the long term.",I cannot answer from the given context.,,,
10312,accordian definition,"[1] Before 1987, the accord between the âLabour âgovernment and the âunions was a âsimple âaffair. The âproject is âcompletely in accord with âgovernment âpolicy. of your own accord C2 If you do something of âyour own accord, you do it without being âasked to do it: She came of her own accord.

[2] Define academician. academician synonyms, academician pronunciation, academician translation, English dictionary definition of academician. n. 1. An academic. 2. A member of an art, literary, or scientific academy or society. n a member of an academy n. 1. a member of an association or...

[3] inÂ·surÂ·recÂ·tion. n. The act or an instance of open revolt against civil authority or a constituted government. [Middle English, from Old French, from Late Latin. , from Latin. , past participle of. , to rise up; see insurgent .]. inâ²surÂ·recâ²tionÂ·al adj.

[4] -ation. suffix forming nouns. 1. indicating an action, process, state, condition, or result Compare-ion, -tion: arbitration; cogitation; hibernation; moderation. [from Latin -ÄtiÅn-, suffix of abstract nouns, from -Ätus-ate 1 + -iÅn-ion].

[5] 1 (mathematics) Of or pertaining to a transformation that maps parallel lines to parallel lines and finite points to finite points. ( 2 comparable, chemistry) Having mutual affinity, of two materials. affine geometry.",I cannot answer from the given context.,,,
